GeneID	Chr	Start	End	Strand	Length	GeneSymbol	EnsID	EnsID_short
ENSMUSG00000026104.14_Stat1	chr1	52119440	52161865	+	7105	Stat1	ENSMUSG00000026104.14	ENSMUSG00000026104
ENSMUSG00000026103.14_Gls	chr1	52163448	52233223	-	15057	Gls	ENSMUSG00000026103.14	ENSMUSG00000026103
ENSMUSG00000002881.14_Nab1	chr1	52457294	52500300	-	4100	Nab1	ENSMUSG00000002881.14	ENSMUSG00000002881
ENSMUSG00000043015.15_Nemp2	chr1	52630703	52651919	+	7078	Nemp2	ENSMUSG00000043015.15	ENSMUSG00000043015
ENSMUSG00000041439.15_Mfsd6	chr1	52656286	52727462	-	8231	Mfsd6	ENSMUSG00000041439.15	ENSMUSG00000041439
ENSMUSG00000026102.9_Inpp1	chr1	52785427	52817568	-	6460	Inpp1	ENSMUSG00000026102.9	ENSMUSG00000026102
ENSMUSG00000041426.12_Hibch	chr1	52844929	52920981	+	6059	Hibch	ENSMUSG00000041426.12	ENSMUSG00000041426
ENSMUSG00000043629.12_1700019D03Rik	chr1	52922324	53020179	-	4330	1700019D03Rik	ENSMUSG00000043629.12	ENSMUSG00000043629
ENSMUSG00000026100.6_Mstn	chr1	53061640	53068045	+	2705	Mstn	ENSMUSG00000026100.6	ENSMUSG00000026100
ENSMUSG00000060715.9_1700019A02Rik	chr1	53158577	53187636	-	777	1700019A02Rik	ENSMUSG00000060715.9	ENSMUSG00000060715
ENSMUSG00000026098.13_Pms1	chr1	53189187	53297018	-	7542	Pms1	ENSMUSG00000026098.13	ENSMUSG00000026098
ENSMUSG00000026097.9_Ormdl1	chr1	53297095	53310309	+	4711	Ormdl1	ENSMUSG00000026097.9	ENSMUSG00000026097
ENSMUSG00000100679.1_Gm28778	chr1	53297111	53318035	+	785	Gm28778	ENSMUSG00000100679.1	ENSMUSG00000100679
ENSMUSG00000026096.14_Osgepl1	chr1	53313624	53326343	+	6147	Osgepl1	ENSMUSG00000026096.14	ENSMUSG00000026096
ENSMUSG00000099913.1_Gm28551	chr1	53325507	53352667	-	3142	Gm28551	ENSMUSG00000099913.1	ENSMUSG00000099913
ENSMUSG00000026095.15_Asnsd1	chr1	53344617	53352752	-	3528	Asnsd1	ENSMUSG00000026095.15	ENSMUSG00000026095
ENSMUSG00000096141.2_Dnah7a	chr1	53397006	53706761	-	12767	Dnah7a	ENSMUSG00000096141.2	ENSMUSG00000096141
ENSMUSG00000026094.14_Stk17b	chr1	53755506	53785224	-	5185	Stk17b	ENSMUSG00000026094.14	ENSMUSG00000026094
ENSMUSG00000042807.15_Hecw2	chr1	53806876	54195034	-	12947	Hecw2	ENSMUSG00000042807.15	ENSMUSG00000042807
ENSMUSG00000025983.11_Ccdc150	chr1	54250683	54368727	+	5021	Ccdc150	ENSMUSG00000025983.11	ENSMUSG00000025983
ENSMUSG00000041303.7_Gtf3c3	chr1	54396004	54438971	-	4925	Gtf3c3	ENSMUSG00000041303.7	ENSMUSG00000041303
ENSMUSG00000073678.4_Pgap1	chr1	54472994	54557682	-	16611	Pgap1	ENSMUSG00000073678.4	ENSMUSG00000073678
ENSMUSG00000052331.14_Ankrd44	chr1	54645340	54926387	-	14175	Ankrd44	ENSMUSG00000052331.14	ENSMUSG00000052331
ENSMUSG00000025982.13_Sf3b1	chr1	54985169	55027481	-	11370	Sf3b1	ENSMUSG00000025982.13	ENSMUSG00000025982
ENSMUSG00000025981.13_Coq10b	chr1	55052770	55071953	+	4805	Coq10b	ENSMUSG00000025981.13	ENSMUSG00000025981
ENSMUSG00000025980.14_Hspd1	chr1	55077835	55088243	-	2642	Hspd1	ENSMUSG00000025980.14	ENSMUSG00000025980
ENSMUSG00000073676.4_Hspe1	chr1	55088132	55091307	+	1474	Hspe1	ENSMUSG00000073676.4	ENSMUSG00000073676
ENSMUSG00000025979.13_Mob4	chr1	55131231	55154899	+	4855	Mob4	ENSMUSG00000025979.13	ENSMUSG00000025979
ENSMUSG00000025978.14_Rftn2	chr1	55170159	55226782	-	5871	Rftn2	ENSMUSG00000025978.14	ENSMUSG00000025978
ENSMUSG00000046994.9_Mars2	chr1	55237177	55248470	+	11294	Mars2	ENSMUSG00000046994.9	ENSMUSG00000046994
ENSMUSG00000025977.15_Boll	chr1	55248658	55363319	-	3514	Boll	ENSMUSG00000025977.15	ENSMUSG00000025977
ENSMUSG00000038349.10_Plcl1	chr1	55405921	55754285	+	6687	Plcl1	ENSMUSG00000038349.10	ENSMUSG00000038349
ENSMUSG00000045336.5_Hsfy2	chr1	56636044	56637435	-	1392	Hsfy2	ENSMUSG00000045336.5	ENSMUSG00000045336
ENSMUSG00000038331.15_Satb2	chr1	56793981	56978650	-	6788	Satb2	ENSMUSG00000038331.15	ENSMUSG00000038331
ENSMUSG00000038323.3_1700066M21Rik	chr1	57377620	57385423	+	3235	1700066M21Rik	ENSMUSG00000038323.3	ENSMUSG00000038323
ENSMUSG00000048495.16_Tyw5	chr1	57388237	57407101	-	2808	Tyw5	ENSMUSG00000048495.16	ENSMUSG00000048495
ENSMUSG00000025971.6_Maip1	chr1	57406328	57417953	+	7878	Maip1	ENSMUSG00000025971.6	ENSMUSG00000025971
ENSMUSG00000038305.14_Spats2l	chr1	57774162	57946964	+	8041	Spats2l	ENSMUSG00000038305.14	ENSMUSG00000038305
ENSMUSG00000054770.16_Kctd18	chr1	57955101	58018956	-	12973	Kctd18	ENSMUSG00000054770.16	ENSMUSG00000054770
ENSMUSG00000026039.9_Sgol2a	chr1	57995971	58025899	+	7007	Sgol2a	ENSMUSG00000026039.9	ENSMUSG00000026039
ENSMUSG00000063558.4_Aox1	chr1	58029931	58106413	+	8690	Aox1	ENSMUSG00000063558.4	ENSMUSG00000063558
ENSMUSG00000064294.12_Aox3	chr1	58113130	58200698	+	7033	Aox3	ENSMUSG00000064294.12	ENSMUSG00000064294
ENSMUSG00000038242.12_Aox4	chr1	58210397	58268597	+	8416	Aox4	ENSMUSG00000038242.12	ENSMUSG00000038242
ENSMUSG00000079554.2_Aox2	chr1	58278326	58380259	+	5771	Aox2	ENSMUSG00000079554.2	ENSMUSG00000079554
ENSMUSG00000051223.14_Bzw1	chr1	58392898	58407353	+	4033	Bzw1	ENSMUSG00000051223.14	ENSMUSG00000051223
ENSMUSG00000026034.17_Clk1	chr1	58410189	58424066	-	8132	Clk1	ENSMUSG00000026034.17	ENSMUSG00000026034
ENSMUSG00000026035.15_Ppil3	chr1	58430994	58445482	-	4291	Ppil3	ENSMUSG00000026035.15	ENSMUSG00000026035
ENSMUSG00000026036.17_Nif3l1	chr1	58445151	58481816	+	7763	Nif3l1	ENSMUSG00000026036.17	ENSMUSG00000026036
ENSMUSG00000026037.14_Orc2	chr1	58462771	58505109	-	3857	Orc2	ENSMUSG00000026037.14	ENSMUSG00000026037
ENSMUSG00000038174.14_Fam126b	chr1	58522806	58586323	-	12041	Fam126b	ENSMUSG00000038174.14	ENSMUSG00000038174
ENSMUSG00000026032.8_Ndufb3	chr1	58586384	58595964	+	763	Ndufb3	ENSMUSG00000026032.8	ENSMUSG00000026032
ENSMUSG00000047528.13_Als2cr12	chr1	58646903	58695989	-	3396	Als2cr12	ENSMUSG00000047528.13	ENSMUSG00000047528
ENSMUSG00000026031.15_Cflar	chr1	58711508	58754341	+	12669	Cflar	ENSMUSG00000026031.15	ENSMUSG00000026031
ENSMUSG00000026029.14_Casp8	chr1	58795374	58847503	+	2893	Casp8	ENSMUSG00000026029.14	ENSMUSG00000026029
ENSMUSG00000026028.12_Trak2	chr1	58900449	58973430	-	7088	Trak2	ENSMUSG00000026028.12	ENSMUSG00000026028
ENSMUSG00000026027.13_Stradb	chr1	58973522	58994997	+	7256	Stradb	ENSMUSG00000026027.13	ENSMUSG00000026027
ENSMUSG00000072295.5_Als2cr11	chr1	59050506	59094900	-	2204	Als2cr11	ENSMUSG00000072295.5	ENSMUSG00000072295
ENSMUSG00000038079.14_Tmem237	chr1	59100590	59120382	-	2389	Tmem237	ENSMUSG00000038079.14	ENSMUSG00000038079
ENSMUSG00000079550.9_Mpp4	chr1	59120935	59163389	-	7063	Mpp4	ENSMUSG00000079550.9	ENSMUSG00000079550
ENSMUSG00000026024.14_Als2	chr1	59162926	59237231	-	9496	Als2	ENSMUSG00000026024.14	ENSMUSG00000026024
ENSMUSG00000026023.16_Cdk15	chr1	59256906	59352993	+	2507	Cdk15	ENSMUSG00000026023.16	ENSMUSG00000026023
ENSMUSG00000041075.8_Fzd7	chr1	59482424	59486955	+	4532	Fzd7	ENSMUSG00000041075.8	ENSMUSG00000041075
ENSMUSG00000047361.16_Gm973	chr1	59516264	59636417	+	5484	Gm973	ENSMUSG00000047361.16	ENSMUSG00000047361
ENSMUSG00000026021.15_Sumo1	chr1	59586558	59670792	-	2076	Sumo1	ENSMUSG00000026021.15	ENSMUSG00000026021
ENSMUSG00000026020.9_Nop58	chr1	59684971	59711510	+	10758	Nop58	ENSMUSG00000026020.9	ENSMUSG00000026020
ENSMUSG00000067336.6_Bmpr2	chr1	59763400	59879014	+	17983	Bmpr2	ENSMUSG00000067336.6	ENSMUSG00000067336
ENSMUSG00000041040.12_Fam117b	chr1	59913006	59985346	+	7290	Fam117b	ENSMUSG00000041040.12	ENSMUSG00000041040
ENSMUSG00000026018.12_Ica1l	chr1	59982490	60043122	-	5356	Ica1l	ENSMUSG00000026018.12	ENSMUSG00000026018
ENSMUSG00000026019.15_Wdr12	chr1	60069785	60098645	-	11955	Wdr12	ENSMUSG00000026019.15	ENSMUSG00000026019
ENSMUSG00000026017.13_Carf	chr1	60098247	60151032	+	14557	Carf	ENSMUSG00000026017.13	ENSMUSG00000026017
ENSMUSG00000073664.11_Nbeal1	chr1	60180599	60338328	+	28441	Nbeal1	ENSMUSG00000073664.11	ENSMUSG00000073664
ENSMUSG00000049439.13_Cyp20a1	chr1	60343323	60388060	+	2286	Cyp20a1	ENSMUSG00000049439.13	ENSMUSG00000049439
ENSMUSG00000026782.15_Abi2	chr1	60409619	60481158	+	8543	Abi2	ENSMUSG00000026782.15	ENSMUSG00000026782
ENSMUSG00000026014.15_Raph1	chr1	60482292	60567104	-	20498	Raph1	ENSMUSG00000026014.15	ENSMUSG00000026014
ENSMUSG00000026012.2_Cd28	chr1	60716800	60773359	+	6122	Cd28	ENSMUSG00000026012.2	ENSMUSG00000026012
ENSMUSG00000026011.13_Ctla4	chr1	60887000	60915832	+	2330	Ctla4	ENSMUSG00000026011.13	ENSMUSG00000026011
ENSMUSG00000026009.14_Icos	chr1	60977927	61000320	+	3430	Icos	ENSMUSG00000026009.14	ENSMUSG00000026009
ENSMUSG00000052062.14_Pard3b	chr1	61638824	62642284	+	13153	Pard3b	ENSMUSG00000052062.14	ENSMUSG00000052062
ENSMUSG00000025969.15_Nrp2	chr1	62703285	62818695	+	11842	Nrp2	ENSMUSG00000025969.15	ENSMUSG00000025969
ENSMUSG00000040865.15_Ino80d	chr1	62958418	63114667	-	17713	Ino80d	ENSMUSG00000040865.15	ENSMUSG00000040865
ENSMUSG00000025968.16_Ndufs1	chr1	63143596	63176833	-	8086	Ndufs1	ENSMUSG00000025968.16	ENSMUSG00000025968
ENSMUSG00000025967.16_Eef1b2	chr1	63176825	63180486	+	2532	Eef1b2	ENSMUSG00000025967.16	ENSMUSG00000025967
ENSMUSG00000046856.13_Gpr1	chr1	63182691	63214543	-	2496	Gpr1	ENSMUSG00000046856.13	ENSMUSG00000046856
ENSMUSG00000027520.15_Zdbf2	chr1	63273265	63314576	+	12659	Zdbf2	ENSMUSG00000027520.15	ENSMUSG00000027520
ENSMUSG00000025964.15_Adam23	chr1	63445891	63596276	+	17907	Adam23	ENSMUSG00000025964.15	ENSMUSG00000025964
ENSMUSG00000069085.5_Dytn	chr1	63622851	63686927	-	6143	Dytn	ENSMUSG00000069085.5	ENSMUSG00000069085
ENSMUSG00000025963.5_Mdh1b	chr1	63698819	63730318	-	1719	Mdh1b	ENSMUSG00000025963.5	ENSMUSG00000025963
ENSMUSG00000025962.15_Fastkd2	chr1	63730614	63754655	+	5873	Fastkd2	ENSMUSG00000025962.15	ENSMUSG00000025962
ENSMUSG00000025961.1_4933402D24Rik	chr1	63754907	63769267	-	1758	4933402D24Rik	ENSMUSG00000025961.1	ENSMUSG00000025961
ENSMUSG00000025959.13_Klf7	chr1	64029447	64122282	-	8131	Klf7	ENSMUSG00000025959.13	ENSMUSG00000025959
ENSMUSG00000025958.14_Creb1	chr1	64532645	64597695	+	13742	Creb1	ENSMUSG00000025958.14	ENSMUSG00000025958
ENSMUSG00000025956.10_Mettl21a	chr1	64606473	64617242	-	3005	Mettl21a	ENSMUSG00000025956.10	ENSMUSG00000025956
ENSMUSG00000070871.10_Ccnyl1	chr1	64690455	64725644	+	3456	Ccnyl1	ENSMUSG00000070871.10	ENSMUSG00000070871
ENSMUSG00000045005.9_Fzd5	chr1	64730558	64737749	-	6915	Fzd5	ENSMUSG00000045005.9	ENSMUSG00000045005
ENSMUSG00000051344.13_Plekhm3	chr1	64785983	64956824	-	10921	Plekhm3	ENSMUSG00000051344.13	ENSMUSG00000051344
ENSMUSG00000025955.13_Akr1cl	chr1	65012689	65032747	-	4209	Akr1cl	ENSMUSG00000025955.13	ENSMUSG00000025955
ENSMUSG00000070870.6_Cryge	chr1	65048554	65051149	-	723	Cryge	ENSMUSG00000070870.6	ENSMUSG00000070870
ENSMUSG00000067299.11_Crygd	chr1	65061872	65063452	-	1028	Crygd	ENSMUSG00000067299.11	ENSMUSG00000067299
ENSMUSG00000025952.15_Crygc	chr1	65071525	65073521	-	786	Crygc	ENSMUSG00000025952.15	ENSMUSG00000025952
ENSMUSG00000073658.4_Crygb	chr1	65080219	65082288	-	634	Crygb	ENSMUSG00000073658.4	ENSMUSG00000073658
ENSMUSG00000044429.8_Cryga	chr1	65100389	65103373	-	730	Cryga	ENSMUSG00000044429.8	ENSMUSG00000044429
ENSMUSG00000100846.1_Gm28845	chr1	65100619	65119558	-	733	Gm28845	ENSMUSG00000100846.1	ENSMUSG00000100846
ENSMUSG00000044816.10_D630023F18Rik	chr1	65105285	65123214	-	2667	D630023F18Rik	ENSMUSG00000044816.10	ENSMUSG00000044816
ENSMUSG00000025950.16_Idh1	chr1	65158616	65186479	-	2771	Idh1	ENSMUSG00000025950.16	ENSMUSG00000025950
ENSMUSG00000025949.16_Pikfyve	chr1	65186683	65278695	+	19211	Pikfyve	ENSMUSG00000025949.16	ENSMUSG00000025949
ENSMUSG00000025946.13_Pth2r	chr1	65282056	65389244	+	2582	Pth2r	ENSMUSG00000025946.13	ENSMUSG00000025946
ENSMUSG00000025945.11_Crygf	chr1	65926520	65928306	+	627	Crygf	ENSMUSG00000025945.11	ENSMUSG00000025945
ENSMUSG00000015222.17_Map2	chr1	66175273	66439453	+	16449	Map2	ENSMUSG00000015222.17	ENSMUSG00000015222
ENSMUSG00000055567.18_Unc80	chr1	66468367	66699148	+	14425	Unc80	ENSMUSG00000055567.18	ENSMUSG00000055567
ENSMUSG00000026005.15_Rpe	chr1	66700831	66719805	+	3113	Rpe	ENSMUSG00000026005.15	ENSMUSG00000026005
ENSMUSG00000026004.15_Kansl1l	chr1	66719248	66817546	-	6664	Kansl1l	ENSMUSG00000026004.15	ENSMUSG00000026004
ENSMUSG00000026003.5_Acadl	chr1	66830839	66863277	-	2005	Acadl	ENSMUSG00000026003.5	ENSMUSG00000026003
ENSMUSG00000061816.15_Myl1	chr1	66924295	66945384	-	2074	Myl1	ENSMUSG00000061816.15	ENSMUSG00000061816
ENSMUSG00000026000.16_Lancl1	chr1	67000517	67038834	-	6863	Lancl1	ENSMUSG00000026000.16	ENSMUSG00000026000
ENSMUSG00000025991.8_Cps1	chr1	67123026	67231259	+	5555	Cps1	ENSMUSG00000025991.8	ENSMUSG00000025991
ENSMUSG00000062209.15_Erbb4	chr1	68032186	69107756	-	12355	Erbb4	ENSMUSG00000062209.15	ENSMUSG00000062209
ENSMUSG00000025997.13_Ikzf2	chr1	69531214	69687245	-	11613	Ikzf2	ENSMUSG00000025997.13	ENSMUSG00000025997
ENSMUSG00000053153.14_Spag16	chr1	69826970	70725132	+	6764	Spag16	ENSMUSG00000053153.14	ENSMUSG00000053153
ENSMUSG00000045648.15_Vwc2l	chr1	70725715	70885397	+	7689	Vwc2l	ENSMUSG00000045648.15	ENSMUSG00000045648
ENSMUSG00000026196.7_Bard1	chr1	71027498	71103146	-	5659	Bard1	ENSMUSG00000026196.7	ENSMUSG00000026196
ENSMUSG00000050296.14_Abca12	chr1	71242276	71414910	-	14808	Abca12	ENSMUSG00000050296.14	ENSMUSG00000050296
ENSMUSG00000026192.13_Atic	chr1	71557150	71579631	+	7985	Atic	ENSMUSG00000026192.13	ENSMUSG00000026192
ENSMUSG00000026193.15_Fn1	chr1	71585520	71653172	-	11685	Fn1	ENSMUSG00000026193.15	ENSMUSG00000026193
ENSMUSG00000039395.8_Mreg	chr1	72159442	72212307	-	2284	Mreg	ENSMUSG00000039395.8	ENSMUSG00000039395
ENSMUSG00000026189.13_Pecr	chr1	72259167	72284259	-	1516	Pecr	ENSMUSG00000026189.13	ENSMUSG00000026189
ENSMUSG00000026188.11_Tmem169	chr1	72284369	72300773	+	3054	Tmem169	ENSMUSG00000026188.11	ENSMUSG00000026188
ENSMUSG00000026187.8_Xrcc5	chr1	72307421	72394952	+	2555	Xrcc5	ENSMUSG00000026187.8	ENSMUSG00000026187
ENSMUSG00000039372.5_March4	chr1	72427112	72536930	-	4553	4-Mar	ENSMUSG00000039372.5	ENSMUSG00000039372
ENSMUSG00000039354.16_Smarcal1	chr1	72583251	72633134	+	5728	Smarcal1	ENSMUSG00000039354.16	ENSMUSG00000039354
ENSMUSG00000039342.5_Ankar	chr1	72642980	72700579	-	4588	Ankar	ENSMUSG00000039342.5	ENSMUSG00000039342
ENSMUSG00000046330.10_Rpl37a	chr1	72711290	72713596	+	1410	Rpl37a	ENSMUSG00000046330.10	ENSMUSG00000046330
ENSMUSG00000039323.18_Igfbp2	chr1	72824503	72852148	+	1847	Igfbp2	ENSMUSG00000039323.18	ENSMUSG00000039323
ENSMUSG00000026185.8_Igfbp5	chr1	72857932	72874884	-	6006	Igfbp5	ENSMUSG00000026185.8	ENSMUSG00000026185
ENSMUSG00000026182.6_Tnp1	chr1	73015074	73015909	-	437	Tnp1	ENSMUSG00000026182.6	ENSMUSG00000026182
ENSMUSG00000055322.15_Tns1	chr1	73910231	74124447	-	16010	Tns1	ENSMUSG00000055322.15	ENSMUSG00000055322
ENSMUSG00000061815.11_Rufy4	chr1	74125541	74148223	+	2329	Rufy4	ENSMUSG00000061815.11	ENSMUSG00000061815
ENSMUSG00000026180.8_Cxcr2	chr1	74153989	74160610	+	3048	Cxcr2	ENSMUSG00000026180.8	ENSMUSG00000026180
ENSMUSG00000048480.5_Cxcr1	chr1	74191785	74194631	-	1491	Cxcr1	ENSMUSG00000048480.5	ENSMUSG00000048480
ENSMUSG00000006304.14_Arpc2	chr1	74236084	74268209	+	2033	Arpc2	ENSMUSG00000006304.14	ENSMUSG00000006304
ENSMUSG00000064272.3_Gpbar1	chr1	74278550	74279624	+	1075	Gpbar1	ENSMUSG00000064272.3	ENSMUSG00000064272
ENSMUSG00000006299.13_Aamp	chr1	74279840	74284738	-	3458	Aamp	ENSMUSG00000006299.13	ENSMUSG00000006299
ENSMUSG00000026179.14_Pnkd	chr1	74284930	74353684	+	7832	Pnkd	ENSMUSG00000026179.14	ENSMUSG00000026179
ENSMUSG00000006301.17_Tmbim1	chr1	74288247	74305622	-	12659	Tmbim1	ENSMUSG00000006301.17	ENSMUSG00000006301
ENSMUSG00000073650.8_Catip	chr1	74362108	74369321	+	2211	Catip	ENSMUSG00000073650.8	ENSMUSG00000073650
ENSMUSG00000026177.11_Slc11a1	chr1	74375195	74385755	+	3705	Slc11a1	ENSMUSG00000026177.11	ENSMUSG00000026177
ENSMUSG00000026176.13_Ctdsp1	chr1	74391509	74397285	+	3334	Ctdsp1	ENSMUSG00000026176.13	ENSMUSG00000026176
ENSMUSG00000026175.12_Vil1	chr1	74409376	74435559	+	3551	Vil1	ENSMUSG00000026175.12	ENSMUSG00000026175
ENSMUSG00000033364.13_Usp37	chr1	74435511	74544284	-	11081	Usp37	ENSMUSG00000033364.13	ENSMUSG00000033364
ENSMUSG00000026174.9_Cnot9	chr1	74506058	74530842	+	3826	Cnot9	ENSMUSG00000026174.9	ENSMUSG00000026174
ENSMUSG00000026173.15_Plcd4	chr1	74542888	74567794	+	7045	Plcd4	ENSMUSG00000026173.15	ENSMUSG00000026173
ENSMUSG00000026135.17_Zfp142	chr1	74565127	74588145	-	11355	Zfp142	ENSMUSG00000026135.17	ENSMUSG00000026135
ENSMUSG00000026172.12_Bcs1l	chr1	74588289	74592124	+	2192	Bcs1l	ENSMUSG00000026172.12	ENSMUSG00000026172
ENSMUSG00000026171.12_Rnf25	chr1	74593748	74601372	-	2181	Rnf25	ENSMUSG00000026171.12	ENSMUSG00000026171
ENSMUSG00000033276.18_Stk36	chr1	74601445	74636894	+	6437	Stk36	ENSMUSG00000033276.18	ENSMUSG00000033276
ENSMUSG00000033257.14_Ttll4	chr1	74661745	74703730	+	11527	Ttll4	ENSMUSG00000033257.14	ENSMUSG00000033257
ENSMUSG00000026170.6_Cyp27a1	chr1	74713574	74737892	+	2173	Cyp27a1	ENSMUSG00000026170.6	ENSMUSG00000026170
ENSMUSG00000006542.13_Prkag3	chr1	74738922	74748955	-	3682	Prkag3	ENSMUSG00000006542.13	ENSMUSG00000006542
ENSMUSG00000033227.7_Wnt6	chr1	74771892	74784602	+	2192	Wnt6	ENSMUSG00000033227.7	ENSMUSG00000033227
ENSMUSG00000026167.14_Wnt10a	chr1	74791516	74803495	+	2468	Wnt10a	ENSMUSG00000026167.14	ENSMUSG00000026167
ENSMUSG00000090071.4_Cdk5r2	chr1	74854934	74857732	+	2799	Cdk5r2	ENSMUSG00000090071.4	ENSMUSG00000090071
ENSMUSG00000055197.4_Fev	chr1	74881509	74885322	-	1617	Fev	ENSMUSG00000055197.4	ENSMUSG00000055197
ENSMUSG00000006546.3_Cryba2	chr1	74889934	74893143	-	1193	Cryba2	ENSMUSG00000006546.3	ENSMUSG00000006546
ENSMUSG00000047021.14_Cfap65	chr1	74902071	74935599	-	7817	Cfap65	ENSMUSG00000047021.14	ENSMUSG00000047021
ENSMUSG00000006538.12_Ihh	chr1	74945315	74951672	-	3048	Ihh	ENSMUSG00000006538.12	ENSMUSG00000006538
ENSMUSG00000026162.7_Nhej1	chr1	74967139	75046639	-	1053	Nhej1	ENSMUSG00000026162.7	ENSMUSG00000026162
ENSMUSG00000026205.8_Slc23a3	chr1	75125541	75133890	-	2167	Slc23a3	ENSMUSG00000026205.8	ENSMUSG00000026205
ENSMUSG00000033159.14_Cnppd1	chr1	75134554	75142697	-	5635	Cnppd1	ENSMUSG00000033159.14	ENSMUSG00000033159
ENSMUSG00000049339.16_Fam134a	chr1	75142778	75147909	+	2999	Fam134a	ENSMUSG00000049339.16	ENSMUSG00000049339
ENSMUSG00000026197.12_Zfand2b	chr1	75168646	75171402	+	1772	Zfand2b	ENSMUSG00000026197.12	ENSMUSG00000026197
ENSMUSG00000026198.15_Abcb6	chr1	75171717	75180392	-	5315	Abcb6	ENSMUSG00000026198.15	ENSMUSG00000026198
ENSMUSG00000033124.15_Atg9a	chr1	75180860	75191923	-	5762	Atg9a	ENSMUSG00000033124.15	ENSMUSG00000033124
ENSMUSG00000026199.17_Ankzf1	chr1	75192151	75199387	+	5142	Ankzf1	ENSMUSG00000026199.17	ENSMUSG00000026199
ENSMUSG00000026200.13_Glb1l	chr1	75198243	75210813	-	5898	Glb1l	ENSMUSG00000026200.13	ENSMUSG00000026200
ENSMUSG00000026201.12_Stk16	chr1	75210838	75215606	+	4518	Stk16	ENSMUSG00000026201.12	ENSMUSG00000026201
ENSMUSG00000026202.13_Tuba4a	chr1	75214228	75219865	-	3701	Tuba4a	ENSMUSG00000026202.13	ENSMUSG00000026202
ENSMUSG00000096094.2_A630095N17Rik	chr1	75220095	75232090	-	1123	A630095N17Rik	ENSMUSG00000096094.2	ENSMUSG00000096094
ENSMUSG00000026203.16_Dnajb2	chr1	75236406	75244804	+	4249	Dnajb2	ENSMUSG00000026203.16	ENSMUSG00000026203
ENSMUSG00000026204.15_Ptprn	chr1	75247027	75264502	-	4249	Ptprn	ENSMUSG00000026204.15	ENSMUSG00000026204
ENSMUSG00000033061.15_Resp18	chr1	75272199	75278415	-	1032	Resp18	ENSMUSG00000033061.15	ENSMUSG00000033061
ENSMUSG00000026209.15_Dnpep	chr1	75307896	75317990	-	4289	Dnpep	ENSMUSG00000026209.15	ENSMUSG00000026209
ENSMUSG00000026208.9_Des	chr1	75360329	75368579	+	3754	Des	ENSMUSG00000026208.9	ENSMUSG00000026208
ENSMUSG00000026207.16_Speg	chr1	75375297	75432320	+	12741	Speg	ENSMUSG00000026207.16	ENSMUSG00000026207
ENSMUSG00000033021.16_Gmppa	chr1	75435930	75443174	+	2395	Gmppa	ENSMUSG00000033021.16	ENSMUSG00000033021
ENSMUSG00000033007.15_Asic4	chr1	75450436	75474340	+	2727	Asic4	ENSMUSG00000033007.15	ENSMUSG00000033007
ENSMUSG00000032997.16_Chpf	chr1	75474569	75479271	-	3856	Chpf	ENSMUSG00000032997.16	ENSMUSG00000032997
ENSMUSG00000026211.17_Obsl1	chr1	75479310	75506361	-	8467	Obsl1	ENSMUSG00000026211.17	ENSMUSG00000026211
ENSMUSG00000051703.14_Tmem198	chr1	75479532	75485693	+	2504	Tmem198	ENSMUSG00000051703.14	ENSMUSG00000051703
ENSMUSG00000032968.4_Inha	chr1	75507077	75510366	+	1475	Inha	ENSMUSG00000032968.4	ENSMUSG00000032968
ENSMUSG00000026213.15_Stk11ip	chr1	75521529	75537335	+	5743	Stk11ip	ENSMUSG00000026213.15	ENSMUSG00000026213
ENSMUSG00000006576.16_Slc4a3	chr1	75546266	75562172	+	8599	Slc4a3	ENSMUSG00000006576.16	ENSMUSG00000006576
ENSMUSG00000026235.14_Epha4	chr1	77367185	77515088	-	8054	Epha4	ENSMUSG00000026235.14	ENSMUSG00000026235
ENSMUSG00000004872.15_Pax3	chr1	78101267	78196838	-	6187	Pax3	ENSMUSG00000004872.15	ENSMUSG00000004872
ENSMUSG00000032908.9_Sgpp2	chr1	78310345	78420289	+	4002	Sgpp2	ENSMUSG00000032908.9	ENSMUSG00000032908
ENSMUSG00000026245.16_Farsb	chr1	78417975	78488859	-	2620	Farsb	ENSMUSG00000026245.16	ENSMUSG00000026245
ENSMUSG00000090486.2_BC035947	chr1	78497026	78512158	-	3310	BC035947	ENSMUSG00000090486.2	ENSMUSG00000090486
ENSMUSG00000012187.13_Mogat1	chr1	78510991	78538171	+	1558	Mogat1	ENSMUSG00000012187.13	ENSMUSG00000012187
ENSMUSG00000032883.15_Acsl3	chr1	78657825	78707743	+	4357	Acsl3	ENSMUSG00000032883.15	ENSMUSG00000032883
ENSMUSG00000079470.8_Utp14b	chr1	78658038	78667584	+	7679	Utp14b	ENSMUSG00000079470.8	ENSMUSG00000079470
ENSMUSG00000047330.8_Kcne4	chr1	78816758	78820028	+	2657	Kcne4	ENSMUSG00000047330.8	ENSMUSG00000047330
ENSMUSG00000050711.7_Scg2	chr1	79434669	79440042	-	2515	Scg2	ENSMUSG00000050711.7	ENSMUSG00000050711
ENSMUSG00000054702.14_Ap1s3	chr1	79606876	79671972	-	2878	Ap1s3	ENSMUSG00000054702.14	ENSMUSG00000054702
ENSMUSG00000073643.11_Wdfy1	chr1	79702262	79776143	-	6488	Wdfy1	ENSMUSG00000073643.11	ENSMUSG00000073643
